page,institution,sn,programme,code,admission_requirements,minimum_points,capacity,duration_years,problems
215,"Ruaha Catholic University (RUCU), Iringa",9.,Bachelor of Business Administration in accounting,RU010,"Two principal passes in any of the following subjects: Economics, Accountancy, Chemistry, Agriculture, Advanced Mathematics, Commerce, Computer Studies, Physics or Nutrition.",4.0,100,3,
215,"Ruaha Catholic University (RUCU), Iringa",10.,Bachelor of Science in Nursing,RU011,"Three principal passes in Chemistry, Biology and Physics with a minimum of “C” grade in Chemistry and Biology, and at least D grade in Physics or Advanced Mathematics.",6.0,40,4,
216,"Sokoine University of Agriculture (SUA), Morogoro",1.,Bachelor of Science in Agricultural Engineering,SU002,"Two principal passes in Advanced Mathematics and one of the following subjects: Physics, Chemistry, or Geography. In addition, an applicant MUST have a minimum of “D” grade in Physics, Chemistry and Biology at O-Level.",4.0,65,4,
216,"Sokoine University of Agriculture (SUA), Morogoro",2.,Bachelor of Science in Agriculture,SU003,"Two principal passes in Biology and one of the following Chemistry, Physics or Agriculture.",4.0,400,3,
217,"Sokoine University of Agriculture (SUA), Morogoro",3.,Bachelor of Science in Agricultural Economics and Agribusiness,SU004,"Two principal passes in the following subjects: Economics, Advanced Mathematics, Geography, Commerce, Accountancy, Physics, Chemistry, Agriculture or Biology.",4.0,250,3,
217,"Sokoine University of Agriculture (SUA), Morogoro",4.,Bachelor of Science in Animal Science and Production,SU006,"Two principal passes in Biology and one of the following Chemistry, Physics or Agriculture.",4.0,260,3,
217,"Sokoine University of Agriculture (SUA), Morogoro",5.,Bachelor of Science in Aquaculture,SU007,"Two principal passes in Biology and one in the following subjects: Agriculture, Chemistry, Physics or Geography",4.0,160,3,
218,"Sokoine University of Agriculture (SUA), Morogoro",6.,Bachelor of Science in Biotechnology and Laboratory Sciences,SU008,"Two principal passes in Chemistry and Biology whereas, an applicant must have a subsidiary in one of the following subjects: Physics, Geography, Nutrition or Science and Practice in Agriculture. In addition, an applicant must have a minimum of “C” grade in one of the following subjects: Physics, Geography, Nutrition or Agriculture at O-Level",4.5,100,3,
218,"Sokoine University of Agriculture (SUA), Morogoro",7.,Bachelor of Science with Education,SU009,"Two principal passes in the respective combinations in the following subjects: Chemistry, Biology, Geography, Advanced Mathematics, Agriculture , Nutrition or Computer Science.",4.0,800,3,
218,"Sokoine University of Agriculture (SUA), Morogoro",8.,Bachelor of Science in Environmental Science and Management,SU014,"Two principal passes in Chemistry and one of the following subjects: Biology, Advanced Mathematics, Geography, Physics, Food and Nutrition or Agriculture. An applicant without a subsidiary pass in either Biology or Advanced Mathematics at A-Level must have a minimum of “C” grade in either Biology or Basic Mathematics at O-Level.",4.0,190,3,
219,"Sokoine University of Agriculture (SUA), Morogoro",9.,Bachelor of Science in Food Science and Technology,SU015,"Two principal passes in Chemistry and one of the following subjects: Biology, Physics, Nutrition, Agriculture, Advanced Mathematics or Geography.",4.0,110,3,
219,"Sokoine University of Agriculture (SUA), Morogoro",10.,Bachelor of Science in Forestry,SU016,"Two principal passes in Biology and one of the following subjects: Chemistry, Physics, Geography or Agriculture",4.0,80,3,
219,"Sokoine University of Agriculture (SUA), Morogoro",11.,Bachelor of Science in Horticulture,SU017,"Two principal passes in Chemistry and Biology and a subsidiary pass in one of the following subjects: Geography, Physics or Agriculture or Advanced Mathematics.",4.0,150,3,
219,"Sokoine University of Agriculture (SUA), Morogoro",12.,Bachelor of Science in Information Technology,SU018,"Two principal passes in any of the following subjects: Computer Science, Geography, Advanced Mathematics, Physics, Chemistry, Biology, and Economics.",4.0,120,3,
220,"Sokoine University of Agriculture (SUA), Morogoro",14.,Bachelor of Tourism Management,SU020,"Two principal passes in the following subjects: History, Kiswahili, Biology, Geography, Chemistry, Physics, Agriculture, Advanced Mathematics, Nutrition, Home Economics, Economics, Commerce, English, French ,SpanishTourism, Tour Guiding, Hospitality and Computer science.",4.0,80,3,
220,"Sokoine University of Agriculture (SUA), Morogoro",15.,Bachelor of Veterinary Medicine,SU021,"Two principal passes in Chemistry and Biology whereas, an applicant must have a subsidiary in one of the following subjects: Advanced Mathematics, Physics, Geography, Nutrition or Science and Practice in Agriculture. If one of the subsidiary passes does not include Physics an applicant, must have a minimum of “C” grade in Physics, Basic Mathematics and English at O-Level.",4.5,120,5,
220,"Sokoine University of Agriculture (SUA), Morogoro",16.,Bachelor of Science in Wildlife Management,SU022,"Two principal passes in Biology and one of the following subjects: Chemistry, Physics or Geography.",4.0,80,3,
221,"Sokoine University of Agriculture (SUA), Morogoro",17.,Bachelor of Science in Irrigation and Water Resource Engineering,SU023,"Two principal passes in Advanced Mathematics and one of the following subjects: Physics, Chemistry or Geography. In addition, the applicant must have obtained at least a PASS “D” grade in Physics and Chemistry or Biology or Science and Practice in Agriculture at O-Level.",4.0,65,4,
222,"Sokoine University of Agriculture (SUA), Morogoro",18.,Bachelor of Science in Human Nutrition,SU026,"Two principal passes in Chemistry, and any of the following subjects: Biology, Home Economics, Science and Practice of Agriculture, Food and Human Nutrition, Advanced Mathematics, Physics, or Geography",4.0,200,3,
222,"Sokoine University of Agriculture (SUA), Morogoro",20.,Bachelor of Information and Records Management,SU029,"Two principal passes in any of the following subjects: History, Kiswahili, English, Economics, Accountancy, Nutrition, Biology, Chemistry, Physics, Geography, Advanced Mathematics, Computer Science or Science and Practice of Agriculture.",4.0,100,3,
222,"Sokoine University of Agriculture (SUA), Morogoro",21.,Bachelor of Community Development,SU030,"Two principal passes in the following subjects: History, Geography, Economics, Biology, Chemistry, Agriculture, Accountancy, Commerce, Kiswahili,EnglishLanguage,Advanced Mathematics or Physics.",4.0,800,3,
223,"Sokoine University of Agriculture (SUA), Morogoro",22.,Bachelor of Agricultural Investment and Banking,SU031,"Two principal passes in the following subjects: Economics, Advanced Mathematics, Geography, Accountancy, Commerce, Physics, Chemistry, Food and Nutrition, Agriculture or Biology. In addition, an applicant must have a minimum of a “D” grade in Basic Mathematics at O-Level.",4.0,80,3,
223,"Sokoine University of Agriculture (SUA), Morogoro",23.,Bachelor of Crop production and Management,SU032,"Two principal passes in Chemistry and Biology and a subsidiary pass in one of the following subjects: Geography, Physics or Agriculture or Advanced Mathematics.",4.5,80,3,
223,"Sokoine University of Agriculture (SUA), Morogoro",24.,Bachelor of Development Planning and Management,SU034,"Two principal passes in the following subjects: History, Geography, Economics, Advanced Mathematics, Commerce, Accountancy, Physics, Chemistry, Biology, Nutrition or Agriculture. In addition, an applicant must have a minimum of “D” grade in Basic Mathematics at O-Level.",4.0,70,3,
224,"Sokoine University of Agriculture (SUA), Morogoro",25.,Bachelor of Science in Wood Technologies and Value Addition,SU035,"Two principal passes in the following subject: Geography, Advanced Mathematics, Physics, Chemistry, Biology, Nutrition or Agriculture.",4.0,40,3,
224,"Sokoine University of Agriculture (SUA), Morogoro",27.,Bachelor of Crop Production with Education,SU038,"Two principal passes in the following subjects: Chemistry, Nutrition, Biology, Agriculture, Physics or Geography. In addition, the applicant must have at least a subsidiary pass in one of the following subjects: Geography, Physics or Science and Practice of Agriculture or Advanced Mathematics.",4.0,80,3,
224,"Sokoine University of Agriculture (SUA), Morogoro",28.,Bachelor of Textiles and Clothing with Education,SU039,Two principal passes in Textile and Garment Construction or Fine Art or any science subjects in A-level.,4.0,40,3,
224,"Sokoine University of Agriculture (SUA), Morogoro",29.,Bachelor of Horticulture with education,SU040,"Two principal passes in Biology and Chemistry and a subsidiary pass in one of the following subjects: Geography, Physics or Agriculture",4.0,80,3,
227,"Sokoine University of Agriculture - Mizengo Pinda Campus College (SUA-MPCCo), Katavi",1,Bachelor of Science in Bee Resources Management,SUP01,"Two principal passes in Biology and one of the following subjects: Chemistry, Physics, Agriculture, Nutrition or Geography.",4.0,80,3,
228,"Songea Catholic Institute of Technical Education (SOCAITE) , Songea",1.,Bachelor of Community Development,SCITE01,Two Principal passes in Science or Arts subjects.,4.0,100,3,
228,"Songea Catholic Institute of Technical Education (SOCAITE) , Songea",2.,Bachelor of Education History and Kiswahili,SCITE02,Two Principal passes in Science or Arts subjects.,4.0,100,3,
229,"St. Augustine University of Tanzania (SAUT), Mwanza",1.,Bachelor of Arts in Mass Communication,SA001,"Two principal passes in the following subjects: English, History, Kiswahili Geography, Economics, Mathematics, Chemistry, French or Physics.",4.0,200,3,
229,"St. Augustine University of Tanzania (SAUT), Mwanza",2.,Bachelor of Arts in Public Relations and Marketing,SA002,"Two principal passes in the following subjects: English, History, Kiswahili, Geography, French, Arabic, Fine Art, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition If one of the principals is not English an applicant must have at least a subsidiary pass in English or a minimum of “C” grade in English at O-Level.",4.0,100,3,
229,"St. Augustine University of Tanzania (SAUT), Mwanza",3.,Bachelor of Business Administration,SA003,"Two principal passes in the following subjects: Advanced Mathematics, Economics, Accountancy, Commerce, History, Geography, Physics, Chemistry, or Biology.",4.0,450,3,
230,"St. Augustine University of Tanzania (SAUT), Mwanza",4.,Bachelor of Arts in Economics,SA004,"Two principal passes in the following subjects: Economics, Advanced Mathematics, History, Geography, Kiswahili, English Language, French, Arabic, Fine Art, Commerce, Accountancy, Physics, Chemistry, Biology, Agriculture, Computer Science or Nutrition. If one of the principals is not Advanced/Basic Applied Mathematics, an applicant must have a minimum of “D” grade in Basic Mathematics at O-Level.",4.0,250,3,
230,"St. Augustine University of Tanzania (SAUT), Mwanza",5.,Bachelor of Arts with Education,SA005,"Two principal passes in the following subjects: Kiswahili, English, History, Geography, or Economics.",4.0,1000,3,
230,"St. Augustine University of Tanzania (SAUT), Mwanza",6.,Bachelor of Arts in Sociology,SA008,"Two principal passes in the following subjects: English, History, Kiswahili, Geography, French, Fine Art, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Mathematics, Agriculture, Computer Science or Nutrition.",4.0,100,3,
